Destination,Hotel_ Name,Address,Rate,Price,Image_link,Hotel_link
Aswan,Bob Marley Guest House,"Elephantine Island near the ferry boat Cross to Nubian Dream Restaurant and Cafe, Aswan",7.8,$51 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F295126481.jpg%3Fk%3D0f4687b4e1ac1fe984922e9b49e4c379cd0eda5d05b9b13095c3908654e71bd7%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/aunati-guesthouse.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Taharka Nubian House,"Elephantine Island, Aswan",8.4,$52 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F317820802.jpg%3Fk%3De2a49b0bc8e5b6acd10e9424c1b594c34e40e273c76b05fad9526fc7445f8536%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/taharka-nubian-house-aswan-aswan1.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,NOBATiA Guest House,"جزيرة اسوان النجع البحري elephantine island second floor, Aswan",9.2,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F279075910.jpg%3Fk%3Dc70fb55844979bbd41c10d3f28d69afd7aa860a445d114b0587e9b21595eedcb%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/nobatia-guest-house-aswan1.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Taharka,"elephatine island aswan, Aswan",9.3,$62 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F498715030.jpg%3Fk%3D2f677a9a1cafcb3d721a61391017385ccfe4b94cb3e5fbed77dd4130e4f42d03%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/nuba-one.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Airkela Nuba Dool2,"elephantine island, Aswan",9.8,$69 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F418245850.jpg%3Fk%3D7bf473adcb9228d016e6e6f524c54fe8c965304bf2a120410f59c36f5f014637%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/anbeasa-nubadool2-aswan3.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,La Terrace,"أسوان, Aswan",9.1,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F508742600.jpg%3Fk%3Dc82062c042083b8f7eaf4eca8f645cd0368acee268307b6f2047139569cc718e%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/la-terrace.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,The Mango Guest House,"Abbas Farid, Aswan",8.7,$55 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F350546113.jpg%3Fk%3D1ece253bdadec90d2279e2b967caa2c2d44cc61953d1d84447dcf9ad221e6816%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/the-mango-guest-house.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Hamo Guest House,"Unnamed Road Hamo House, elephantine island, Aswan, Egypt, Aswan",9.3,$50 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F409575596.jpg%3Fk%3D023ef2bedde14514a5a0670b317f5bcad135dcaf37933ee4170ec438ad28cd74%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/hamo-house-aswan.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Kana Kato,"elep, Aswan",8,$69 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F497558049.jpg%3Fk%3D3ab92f98b1d9db9ff994dbe21f6e4f81ccf6e36025ff21c93d4d66428b0be9f9%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/kana-kato-aswan.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,El Prince Guesthouse,"Elephantine Island, Aswan",9.7,$80 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F284041389.jpg%3Fk%3D030528e0629a2ec56f9674f2b3a3e5be1ab593dac1a800d3afe0e6e46435f9ab%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/el-prince-guesthouse.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Houseboat Hotel and Nile Cruises Zainoba,"Mini nile curise, Nag` el-Ramla",9,$75 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F509146216.jpg%3Fk%3D5a9c9ccdae2e7eddc58a69406aee7056478e27278756ad68742a30c021235a43%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/mini-nile-curise.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Anakob,"elphantine island sheyakha ola, aswan, Aswan",9.7,$100 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F200881801.jpg%3Fk%3Dfdbaa36df0a87bb76c15dafe9543e138b56cec05d67b621058b8599f50777c79%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/anakob.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Kafana Guest House Nile View,"جزيرة اسوان, Aswan",9.3,$63 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F389094281.jpg%3Fk%3D39eaca63ee4c47f8b808a64239a5f89caeb125eea80ffbf654571785c3c8e781%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/kafana-guest-house-nile-view.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Basmatic Nubian Guest House,"النجع القبلي جزيره اسوان, Aswan",9.4,$50 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F486560659.jpg%3Fk%3D6d88cd0ba4880123da36661f274ba35f3d596a5430e25fc661953bb108eea53e%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/basmatic-nubian-guest-house.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Maghrabi's Guest house,"West Bank of the Nile, Nagaa Alquba, Aswan, Egypt, Aswan",7.2,$55 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F359440215.jpg%3Fk%3D11c61307f86a63437e6bf102d75a355d5ca319435cb379c9feeb5b9e7ba2106c%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/maghrabi-39-s-guest-house-byt-mgrby.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Nubian Beach - حسن فوكس,"west bank of Aswan Egypt, Aswan",8.4,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F414954062.jpg%3Fk%3Ddc345d03102658601c5d9cfae2f9e33c86ff9820ff3f406f23e40ad96ba5d60d%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/nubian-beach-hsn-fwks.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Nubian Farm Aswan,"saloga and gazal national park , west bank of Aswan saloga and gazal national park , west bank of Aswan, Aswan",9.4,$86 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F322551567.jpg%3Fk%3Dacf0900eb75453e05356c5de6121b69818f6372fb5b50c9c00550d0987725320%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/nubian-farm-aswan.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Kendaka Nubian House,"Nag` Gharb Siheil,قرية غرب سهيل بحرى, Aswan",8.9,$55 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F430912004.jpg%3Fk%3D226e9f6ae2cfeb59b63c40429c4842584fdb5306cdef12b84cf5b7723ca5cdaf%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/kendaka-nubian-house-swn.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Opal privat nubian hotel,"3V67+PR نجع سهيل غرب، مصر غرب سهيل، اول اسوان،, أسوان, مصر, Aswan",9.2,$67 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F344135441.jpg%3Fk%3D90aca917dc98b948503626e797680f854814117cf8a5d48e83838248b01b26ce%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/opal.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Kato Waidi Nubian Resort,"Gharb Suhyl Nubian House Gharb Suhyl, Aswan",9.2,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F423979619.jpg%3Fk%3D61ee66b457e831c31f058787e58d4c2b88f850014a386e4f1da7b206ae5008eb%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/ka-waidi-nubian-house.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Artika Wadi Kiki Hotel,"Gharb Sohail Village, West Bank, Nubia, Aswan, Aswan",9.2,$69 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F494482685.jpg%3Fk%3D08c2678942e1db962955f14b7f931f34ce607667d1bc631884f59346b9c94d4d%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/artika.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Private House with Garden and terrace in Aswan,"Shenouda street, Nagaa Al-Karur, Aswan",8.4,$62 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F321321353.jpg%3Fk%3D94d07f61072ba8bc7d880c35c7d2facc487fe2184f3df07976bf5d9b069055d1%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/private-house-with-garden-and-terrace-in-aswan.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Fenti Nubian Resort,"أسوان - غرب سهيل - بجوار مركز شباب غرب سهيل - 20 دقيقة من المطار, Aswan",8.2,$65 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F428605766.jpg%3Fk%3D70de7760de067c33f5aed33639a2a5eceebd94b0d70256131d373daa0655cf33%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/fenti-camp-swn1.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Villa Misk,"Pateniol East of Aswan Dam, Aswan, Aswan",9.4,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F194360558.jpg%3Fk%3D3508710ca09d330cbe758b2b33192dd09487d93e48c7c42be51a36d0a18f43f0%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/villa-misk.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Wanas Kato Guest House,"Luxor - Aswan, Ash Shallāl",9.1,$74 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F506976459.jpg%3Fk%3D1cd20e432c2895386498ee88571a31764d59114c0e5c0b11f88af47ad1d4b2ae%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/wanas-kato-guest-house-qism-aswan.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Heissa Hostel,"Heissa island, Aswan",7.6,$60 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F500973633.jpg%3Fk%3D0e31bb93c25e6c9eefbb716ebccd5b8b5cb525ae9a01d1a105ef806a31fe429c%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/heissa-hostel.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Aswan,Citymax aqua park Hotel Aswan,"مدخل مدينة أسوان الجديدة مدينة أسوان الجديدة, Aswan",7.6,$98 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F318970104.jpg%3Fk%3Da8893b809fa7ad26cb725f4919a69fa5e5b3dacc67d8308adb346664fd899dc5%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~752a23eb-c27b-4f3b-bf6b-4a601f19970d~date:2024-04-29&checkin=2024-05-13&checkout=2024-05-13&link=https%3A//www.booking.com/hotel/eg/citymax-aquapark-aswan.html%3Faid%3D1607597%26checkin%3D2024-07-27%26checkout%3D2024-07-28%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
